type	latitude	longitude	altitude (m)	name	desc
T	-12.018611321	-76.963356606	270.6		
T	-12.018670786	-76.963216398	270.6		
T	-12.018663788	-76.963055397	270.7		
T	-12.018649624	-76.962767560	270.7		
T	-12.018641246	-76.962608168	270.7		
T	-12.018700795	-76.962502668	270.9		
T	-12.018692236	-76.962343751	271.2		
T	-12.018684249	-76.962150094	271.6		
T	-12.018677229	-76.962023092	271.8		
T	-12.018667460	-76.961831846	272.2		
T	-12.018657622	-76.961606859	272.7		
T	-12.018641081	-76.961321990	272.9		
T	-12.018636330	-76.961226355	273.0		
T	-12.018630435	-76.961098154	273.1		
T	-12.018623065	-76.960937933	273.3		
T	-12.018617170	-76.960809775	273.4		
T	-12.018673331	-76.960607723	274.1		
T	-12.018727980	-76.960373909	274.9		
T	-12.018721801	-76.960246268	275.3		
T	-12.018718711	-76.960182453	275.4		
T	-12.018710987	-76.960022924	275.9		
T	-12.018765311	-76.959789920	276.6		
T	-12.018791448	-76.959657706	277.0		
T	-12.018786513	-76.959562482	277.2		
T	-12.018841332	-76.959329346	277.7		
T	-12.018835233	-76.959201926	278.1		
T	-12.018828041	-76.959042078	278.3		
T	-12.018822199	-76.958914531	278.4		
T	-12.018880428	-76.958778536	278.3		
T	-12.018870261	-76.958555260	278.5		
T	-12.018891455	-76.958295404	278.9		
T	-12.018888200	-76.958165649	279.6		
T	-12.018878688	-76.957942054	280.9		
T	-12.018874152	-76.957846639	281.5		
T	-12.018866788	-76.957687517	282.5		
T	-12.018863883	-76.957623838	282.9		
T	-12.018857187	-76.957464060	283.6		
T	-12.018943671	-76.957229437	281.7		
T	-12.018965894	-76.957068650	281.0		
T	-12.019023445	-76.956934214	280.2		
T	-12.019080891	-76.956800303	279.6		
T	-12.019103708	-76.956606353	279.4		
T	-12.019098026	-76.956479328	279.7		
T	-12.019156205	-76.956344929	279.8		
T	-12.019151244	-76.956250233	280.0		
T	-12.019268300	-76.956014142	280.7		
T	-12.019324319	-76.955848949	281.2		
T	-12.019349107	-76.955687004	281.6		
T	-12.019407086	-76.955553333	282.0		
T	-12.019397817	-76.955363980	282.4		
T	-12.019389904	-76.955206374	282.8		
T	-12.019352430	-76.955115773	282.9		
T	-12.019347723	-76.955021061	283.2		
T	-12.019336155	-76.954768174	283.3		
T	-12.019326699	-76.954579059	283.3		
T	-12.019325042	-76.954547542	283.3		
T	-12.019315568	-76.954358376	283.3		
T	-12.019333558	-76.954071328	283.6		
T	-12.019412304	-76.953714988	284.4		
T	-12.019433839	-76.953491368	284.7		
T	-12.019430798	-76.953428371	284.8		
T	-12.019418633	-76.953176424	285.8		
T	-12.019407992	-76.952956012	287.1		
T	-12.019465597	-76.952824283	287.6		
T	-12.019554931	-76.952689825	287.8		
T	-12.019732772	-76.952421700	287.9		
T	-12.019820228	-76.952288516	287.9		
T	-12.020025858	-76.951828658	289.1		
T	-12.020104122	-76.951476766	288.9		
T	-12.020185639	-76.951219625	288.1		
T	-12.020146474	-76.951066038	288.0		
T	-12.020140154	-76.950941199	287.8		
T	-12.020128645	-76.950722814	288.0		
T	-12.020117977	-76.950504317	288.5		
T	-12.020098321	-76.950130119	289.5		
T	-12.020040606	-76.949633358	290.4		
T	-12.020069512	-76.949568752	290.4		
T	-12.020030326	-76.949383363	290.7		
T	-12.019964768	-76.949324957	290.8		
T	-12.019893468	-76.949141551	291.0		
T	-12.019810719	-76.948739631	291.6		
T	-12.019835933	-76.948612894	291.8		
T	-12.019892386	-76.948484416	291.9		
T	-12.019948781	-76.948356067	292.0		
T	-12.019972447	-76.948198426	292.0		
T	-12.019994644	-76.948009724	292.0		
T	-12.020048005	-76.947819435	291.9		
T	-12.020071680	-76.947662131	291.8		
T	-12.020127970	-76.947534439	291.6		
T	-12.020117491	-76.947316696	292.1		
T	-12.020107060	-76.947098996	292.8		
T	-12.020102625	-76.947005709	293.0		
T	-12.020394374	-76.946587689	294.2		
T	-12.020476300	-76.946335724	295.0		
T	-12.020524246	-76.946023562	295.8		
T	-12.020605233	-76.945772353	296.4		
T	-12.020713003	-76.945489054	297.0		
T	-12.020705589	-76.945334567	297.4		
T	-12.020676060	-76.945366545	297.3		
T	-12.020719112	-76.945582038	296.7		
T	-12.020730902	-76.945798559	296.2		
T	-12.020741030	-76.946014839	295.7		
T	-12.020746688	-76.946138435	295.3		
T	-12.020791800	-76.946446180	294.5		
T	-12.020796281	-76.946538934	294.3		
T	-12.020811219	-76.946848172	292.9		
T	-12.020790675	-76.947066176	291.7		
T	-12.020739084	-76.947285857	290.5		
T	-12.020683596	-76.947412895	290.0		
T	-12.020601071	-76.947634608	290.1		
T	-12.020548135	-76.947823973	290.5		
T	-12.020428958	-76.947954843	291.0		
T	-12.020343718	-76.948146489	291.4		
T	-12.020351440	-76.948301928	291.5		
T	-12.020366112	-76.948550417	291.3		
T	-12.020369286	-76.948612584	291.2		
T	-12.020378514	-76.948799148	291.0		
T	-12.020387454	-76.948985770	290.8		
T	-12.020393413	-76.949110204	290.6		
T	-12.020400865	-76.949265768	290.3		
T	-12.020409809	-76.949452477	290.0		
T	-12.020415773	-76.949576968	289.8		
T	-12.020428055	-76.949825984	289.3		
T	-12.020435763	-76.949981565	289.0		
T	-12.020441930	-76.950106055	288.7		
T	-12.020448097	-76.950230540	288.4		
T	-12.020396542	-76.950453131	288.0		
T	-12.020402524	-76.950577776	287.6		
T	-12.020408506	-76.950702438	287.3		
T	-12.020389923	-76.950953975	287.1		
T	-12.020333463	-76.951051828	287.3		
T	-12.020283365	-76.951274425	287.7		
T	-12.020262414	-76.951495414	288.0		
T	-12.020202412	-76.951563035	288.4		
T	-12.020182420	-76.951783948	288.3		
T	-12.020097352	-76.952011297	287.9		
T	-12.020106121	-76.952231068	287.0		
T	-12.020046949	-76.952330716	286.7		
T	-12.019997444	-76.952586178	285.9		
T	-12.019973331	-76.952745802	285.8		
T	-12.019979293	-76.952871207	285.6		
T	-12.019956482	-76.953062375	285.4		
T	-12.019932204	-76.953222155	285.2		
T	-12.019873638	-76.953322280	285.0		
T	-12.019817890	-76.953485339	284.9		
T	-12.019701131	-76.953717940	284.7		
T	-12.019588921	-76.954045435	284.2		
T	-12.019595139	-76.954171283	284.0		
T	-12.019602915	-76.954328607	283.9		
T	-12.019612246	-76.954517415	283.8		
T	-12.019616934	-76.954611839	283.8		
T	-12.019721885	-76.954790289	283.8		
T	-12.019728118	-76.954916139	283.7		
T	-12.019738809	-76.955136502	283.4		
T	-12.019745370	-76.955262054	283.1		
T	-12.019724217	-76.955486048	282.5		
T	-12.019728665	-76.955580638	282.3		
T	-12.019704910	-76.955741470	281.9		
T	-12.019677941	-76.955839451	281.6		
T	-12.019685258	-76.955997309	281.2		
T	-12.019693448	-76.956187239	280.8		
T	-12.019700386	-76.956345402	280.4		
T	-12.019642532	-76.956479410	280.0		
T	-12.019614054	-76.956546119	279.8		
T	-12.019526213	-76.956715399	279.4		
T	-12.019436687	-76.956853343	279.4		
T	-12.019284588	-76.957030986	279.5		
T	-12.019068746	-76.957183388	280.5		
T	-12.018887871	-76.957428447	283.1		
T	-12.018798946	-76.957599310	283.8		
T	-12.018714505	-76.957832922	282.9		
T	-12.018690412	-76.957995670	281.8		
T	-12.018695226	-76.958190449	280.2		
T	-12.018697947	-76.958320812	279.2		
T	-12.018703841	-76.958481662	279.0		
T	-12.018812701	-76.958723726	278.6		
T	-12.018849772	-76.958814873	278.4		
T	-12.018920896	-76.958932952	278.1		
T	-12.018991666	-76.959050964	277.7		
T	-12.019099005	-76.959260156	277.1		
T	-12.019141379	-76.959478657	276.7		
T	-12.019151829	-76.959701387	276.4		
T	-12.019158546	-76.959828112	276.2		
T	-12.019168810	-76.960051072	275.9		
T	-12.019174469	-76.960178894	275.6		
T	-12.019215766	-76.960365084	275.1		
T	-12.019219016	-76.960428494	274.9		
T	-12.019262965	-76.960678689	274.3		
T	-12.019264577	-76.960710407	274.3		
T	-12.019372190	-76.960917714	273.8		
T	-12.019387765	-76.961235276	273.0		
T	-12.019332767	-76.961436399	272.6		
T	-12.019309692	-76.961598763	272.2		
T	-12.019251247	-76.961736546	272.0		
T	-12.019194782	-76.961905794	272.0		
T	-12.019138334	-76.962109107	272.0		
T	-12.019082846	-76.962344918	271.9		
T	-12.018964320	-76.962556131	271.4		
T	-12.018920262	-76.962947494	270.8		
T	-12.018862802	-76.963118766	270.6		
T	-12.018868196	-76.963247705	270.5		
T	-12.018870896	-76.963312180	270.4		
T	-12.018852852	-76.963605032	269.7		
T	-12.018859542	-76.963732727	269.4		
T	-12.018834066	-76.963899187	269.0		
T	-12.018822436	-76.964354263	268.5		
T	-12.018828944	-76.964482262	268.5		
T	-12.018836374	-76.964642826	268.5		
T	-12.018846326	-76.964834115	268.6		
T	-12.018854347	-76.964993986	268.6		
T	-12.018925661	-76.965109874	268.6		
T	-12.018961293	-76.965167779	268.6		
T	-12.019059977	-76.965181665	268.7		
T	-12.019051978	-76.965021999	268.8		
T	-12.019110329	-76.964882532	268.8		
T	-12.019165028	-76.964679293	268.6		
T	-12.019228258	-76.964635470	268.5		
T	-12.019216808	-76.964413218	268.3		
T	-12.019273897	-76.964241168	268.1		
T	-12.019428424	-76.964085164	268.2		
T	-12.019453860	-76.963952721	268.6		
T	-12.019478978	-76.963786625	269.1		
T	-12.019497228	-76.963494394	269.9		
T	-12.019522848	-76.963361881	270.3		
T	-12.019515922	-76.963201567	270.7		
T	-12.019508733	-76.963041801	271.0		
T	-12.019497989	-76.962818987	271.4		
T	-12.019490316	-76.962659862	271.7		
T	-12.019487085	-76.962596423	271.8		
T	-12.019481747	-76.962501912	272.0		
T	-12.019468957	-76.962247995	272.0		
T	-12.019493515	-76.962049754	272.0		
T	-12.019519542	-76.961917304	272.0		
T	-12.019548465	-76.961848650	272.0		
T	-12.019602847	-76.961648168	272.0		
T	-12.019591755	-76.961426382	272.6		
T	-12.019580522	-76.961204848	273.1		
T	-12.019570852	-76.961014926	273.6		
T	-12.019561185	-76.960825018	274.0		
T	-12.019551517	-76.960635122	274.3		
T	-12.019542580	-76.960444336	274.5		
T	-12.019529517	-76.960158126	274.9		
T	-12.019521517	-76.959999646	275.1		
T	-12.019513819	-76.959841203	275.4		
T	-12.019574977	-76.959768235	275.4		
T	-12.019628543	-76.959536846	275.8		
T	-12.019620982	-76.959378373	276.1		
T	-12.019640686	-76.959120530	276.6		
T	-12.019669621	-76.959052682	276.7		
T	-12.019650101	-76.958640955	277.8		
T	-12.019645596	-76.958545966	278.0		
T	-12.019636727	-76.958355871	278.5		
T	-12.019628095	-76.958165573	278.7		
T	-12.019623881	-76.958070367	278.8		
T	-12.019649812	-76.957939576	279.0		
T	-12.019765227	-76.957670098	279.2		
T	-12.019762131	-76.957606997	279.2		
T	-12.019845041	-76.957342647	279.3		
T	-12.019930913	-76.957141713	279.4		
T	-12.019923173	-76.956984253	279.6		
T	-12.019942481	-76.956728517	279.9		
T	-12.019937742	-76.956634102	280.0		
T	-12.019927722	-76.956445941	280.4		
T	-12.019910787	-76.956066985	281.3		
T	-12.019903713	-76.955909251	281.7		
T	-12.019929840	-76.955779352	282.0		
T	-12.019955844	-76.955649585	282.4		
T	-12.020041667	-76.955450264	282.9		
T	-12.020157313	-76.955216452	283.3		
T	-12.020154229	-76.955153717	283.5		
T	-12.020209572	-76.954990138	283.8		
T	-12.020296579	-76.954823077	283.9		
T	-12.020351944	-76.954659743	284.0		
T	-12.020398352	-76.954308561	284.4		
T	-12.020396830	-76.954277272	284.4		
T	-12.020452486	-76.954114150	284.5		
T	-12.020509662	-76.953982429	284.5		
T	-12.020532114	-76.953791696	284.6		
T	-12.020552779	-76.953570118	284.8		
T	-12.020483595	-76.953451408	284.9		
T	-12.020473082	-76.953232723	285.1		
T	-12.020456609	-76.952889092	285.2		
T	-12.020442957	-76.952608117	285.4		
T	-12.020491470	-76.952321957	285.6		
T	-12.020481941	-76.952135096	285.9		
T	-12.020471031	-76.951916677	286.3		
T	-12.020550110	-76.951628958	286.1		
T	-12.020636879	-76.951497002	285.6		
T	-12.020784671	-76.951329001	285.1		
T	-12.020809295	-76.951202305	285.2		
T	-12.020863395	-76.951042200	285.6		
T	-12.020981299	-76.950908510	286.0		
T	-12.021244044	-76.950577442	286.7		
T	-12.021406197	-76.950100044	286.6		
T	-12.021534787	-76.949595508	288.5		
T	-12.021582347	-76.949313811	290.1		
T	-12.021603691	-76.949126869	290.9		
T	-12.021510156	-76.949101874	290.8		
T	-12.021414973	-76.949045976	290.7		
T	-12.021193392	-76.948935868	290.6		
T	-12.021204046	-76.949152294	290.5		
T	-12.021211657	-76.949306907	289.9		
T	-12.021222629	-76.949523345	289.0		
T	-12.021199388	-76.949680083	288.4		
T	-12.021176451	-76.949836834	287.8		
T	-12.021151734	-76.949962766	287.4		
T	-12.021125444	-76.950057848	287.2		
T	-12.021004656	-76.950128582	287.4		
T	-12.020967785	-76.950006751	287.7		
T	-12.020944381	-76.949541841	289.1		
T	-12.020932043	-76.949293934	289.8		
T	-12.020915305	-76.948953108	290.3		
T	-12.020819310	-76.948896868	290.3		
T	-12.020811749	-76.948741890	290.5		
T	-12.020805755	-76.948617899	290.7		
T	-12.020790014	-76.948308009	291.0		
T	-12.020751369	-76.948154882	290.7		
T	-12.020746692	-76.948061909	290.5		
T	-12.020865882	-76.947962115	290.1		
T	-12.021071199	-76.947734034	290.0		
T	-12.021179707	-76.947418793	290.3		
T	-12.021273651	-76.947444967	290.4		
T	-12.021342697	-76.947596004	290.3		
T	-12.021347186	-76.947688515	290.4		
T	-12.021448407	-76.947868535	290.7		
T	-12.021517452	-76.948019286	290.9		
T	-12.021552827	-76.948109954	290.9		
T	-12.021562890	-76.948325637	291.0		
T	-12.021723769	-76.948470749	290.9		
T	-12.021728340	-76.948563099	290.9		
T	-12.021860385	-76.948709331	290.8		
T	-12.021900552	-76.948891858	290.7		
T	-12.021937902	-76.949012807	290.7		
T	-12.021942426	-76.949105035	290.7		
T	-12.021956157	-76.949381635	289.7		
T	-12.021970528	-76.949658410	288.5		
T	-12.021986279	-76.949965785	287.3		
T	-12.021896548	-76.950034130	286.8		
T	-12.021840958	-76.950161843	286.7		
T	-12.021783777	-76.950258822	286.6		
T	-12.021668918	-76.950421961	286.5		
T	-12.021584493	-76.950583124	286.7		
T	-12.021557967	-76.950678224	286.8		
T	-12.021501086	-76.950775597	286.8		
T	-12.021359502	-76.951034871	286.5		
T	-12.021275051	-76.951196735	286.1		
T	-12.021250536	-76.951323012	285.9		
T	-12.021169024	-76.951547290	285.4		
T	-12.021113562	-76.951676324	285.0		
T	-12.021121141	-76.951831480	285.1		
T	-12.021065293	-76.951960881	285.0		
T	-12.020986947	-76.952247991	285.0		
T	-12.020934202	-76.952439812	285.1		
T	-12.020820437	-76.952732662	285.0		
T	-12.020831568	-76.952918463	285.0		
T	-12.020839770	-76.953041858	285.0		
T	-12.020788529	-76.953233389	285.0		
T	-12.020798732	-76.953451717	284.9		
T	-12.020810395	-76.953701308	284.6		
T	-12.020815918	-76.953826477	284.4		
T	-12.020823185	-76.953982562	284.2		
T	-12.020833365	-76.954201135	284.0		
T	-12.020847907	-76.954513489	283.5		
T	-12.020853991	-76.954638271	283.3		
T	-12.020801156	-76.954831854	283.2		
T	-12.020749874	-76.955056808	283.0		
T	-12.020696665	-76.955251000	282.8		
T	-12.020614647	-76.955511871	282.5		
T	-12.020499239	-76.955745715	282.1		
T	-12.020476688	-76.955937544	281.8		
T	-12.020448151	-76.956004004	281.6		
T	-12.020394033	-76.956199854	281.1		
T	-12.020401487	-76.956356844	280.7		
T	-12.020413106	-76.956608326	280.1		
T	-12.020359111	-76.956804354	279.8		
T	-12.020368535	-76.956992605	279.4		
T	-12.020373177	-76.957086763	279.3		
T	-12.020384011	-76.957306487	278.9		
T	-12.020361810	-76.957498859	278.6		
T	-12.020371098	-76.957687291	278.4		
T	-12.020315791	-76.957852578	278.3		
T	-12.020234379	-76.958148666	278.3		
T	-12.020188918	-76.958535612	277.8		
T	-12.020131556	-76.958670481	277.5		
T	-12.020081478	-76.958963539	276.7		
T	-12.020091811	-76.959184700	276.0		
T	-12.020037420	-76.959383293	275.5		
T	-12.020041976	-76.959478067	275.2		
T	-12.020049569	-76.959636039	274.8		
T	-12.020055644	-76.959762435	274.5		
T	-12.020066269	-76.959983682	274.0		
T	-12.020072326	-76.960110131	273.9		
T	-12.020113022	-76.960295221	273.8		
T	-12.020152474	-76.960448558	273.6		
T	-12.020155345	-76.960511909	273.6		
T	-12.020193033	-76.960633476	273.4		
T	-12.020232739	-76.960786108	273.2		
T	-12.020277380	-76.961032964	272.6		
T	-12.020285513	-76.961190266	272.3		
T	-12.020293646	-76.961347572	271.9		
T	-12.020305031	-76.961567814	271.5		
T	-12.020251501	-76.961800860	271.4		
T	-12.020263663	-76.962019652	271.4		
T	-12.020173158	-76.962163770	271.6		
T	-12.020142698	-76.962201121	271.7		
T	-12.020055029	-76.962375162	271.9		
T	-12.019968816	-76.962581098	271.9		
T	-12.019912891	-76.962750193	271.7		
T	-12.019888744	-76.962914153	271.4		
T	-12.019899496	-76.963136348	271.1		
T	-12.019908163	-76.963327662	270.9		
T	-12.019916127	-76.963486013	270.4		
T	-12.019919143	-76.963549556	270.1		
T	-12.019865959	-76.963783300	269.3		
T	-12.019869330	-76.963846414	269.1		
T	-12.019785119	-76.964084660	268.3		
T	-12.019733914	-76.964349860	268.1		
T	-12.019718934	-76.964739891	268.2		
T	-12.019690088	-76.964809302	268.3		
T	-12.019696397	-76.964936524	268.3		
T	-12.019638730	-76.965075365	268.3		
T	-12.019579342	-76.965182703	268.2		
T	-12.019520041	-76.965290099	268.1		
T	-12.019435703	-76.965529584	267.8		
T	-12.019381860	-76.965731402	267.6		
T	-12.019419126	-76.965820389	267.4		
T	-12.019554140	-76.965923071	267.3		
T	-12.019678506	-76.965836121	266.8		
T	-12.019673311	-76.965741397	267.0		
T	-12.019879605	-76.965384157	267.3		
T	-12.019999301	-76.965201556	267.5		
T	-12.020116460	-76.964954604	267.5		
T	-12.020111902	-76.964859175	267.5		
T	-12.020104863	-76.964699907	267.6		
T	-12.020096352	-76.964507704	267.7		
T	-12.020087893	-76.964316274	267.8		
T	-12.020171685	-76.964078393	267.9		
T	-12.020164955	-76.963952450	268.4		
T	-12.020156541	-76.963795021	269.0		
T	-12.020176599	-76.963568979	269.9		
T	-12.020233834	-76.963431390	270.3		
T	-12.020221655	-76.963177778	270.9		
T	-12.020210903	-76.962956108	271.1		
T	-12.020201779	-76.962766052	271.3		
T	-12.020192651	-76.962575982	271.5		
T	-12.020251484	-76.962470468	271.4		
T	-12.020305695	-76.962270154	271.3		
T	-12.020326830	-76.962009525	271.2		
T	-12.020314470	-76.961790747	271.2		
T	-12.020372996	-76.961652380	271.1		
T	-12.020398332	-76.961521194	271.3		
T	-12.020505188	-76.961124121	271.7		
T	-12.020497067	-76.960967089	272.0		
T	-12.020603833	-76.960570853	272.3		
T	-12.020659369	-76.960403625	272.4		
T	-12.020744798	-76.960200362	272.7		
T	-12.020764268	-76.959943871	273.3		
T	-12.020789706	-76.959813381	273.7		
T	-12.020776437	-76.959530117	274.7		
T	-12.020763534	-76.959246550	275.7		
T	-12.020757391	-76.959120896	276.0		
T	-12.020754286	-76.959058172	276.0		
T	-12.020748077	-76.958932729	276.1		
T	-12.020737211	-76.958713233	276.2		
T	-12.020725144	-76.958462163	276.3		
T	-12.020712635	-76.958211562	276.7		
T	-12.020708113	-76.958117337	276.9		
T	-12.020727875	-76.957861834	277.4		
T	-12.020777748	-76.957603388	277.8		
T	-12.020771555	-76.957478164	278.1		
T	-12.020790469	-76.957223810	278.7		
T	-12.020782732	-76.957067358	279.1		
T	-12.020773285	-76.956879870	279.5		
T	-12.020794714	-76.956656081	280.0		
T	-12.020840159	-76.956272327	280.9		
T	-12.020835860	-76.956178330	281.2		
T	-12.020823855	-76.955928060	281.8		
T	-12.020880526	-76.955795619	281.8		
T	-12.020901166	-76.955573392	282.0		
T	-12.020926295	-76.955444991	282.0		
T	-12.020912501	-76.955164228	282.3		
T	-12.020965242	-76.954970605	282.2		
T	-12.021045858	-76.954711640	282.1		
T	-12.021096859	-76.954487420	282.0		
T	-12.021085772	-76.954269799	282.4		
T	-12.021168358	-76.954042386	282.3		
T	-12.021161545	-76.953886336	282.8		
T	-12.021175182	-76.953541780	283.6		
T	-12.021164474	-76.953356189	284.1		
T	-12.021154287	-76.953170315	284.5		
T	-12.021148363	-76.953045914	284.6		
T	-12.021170006	-76.952856729	284.9		
T	-12.021224843	-76.952695623	285.1		
T	-12.021304649	-76.952407525	285.6		
T	-12.021453945	-76.952301189	285.9		
T	-12.021509412	-76.952171979	286.1		
T	-12.021595341	-76.952040368	286.4		
T	-12.021659768	-76.952096966	286.5		
T	-12.021667230	-76.952251642	286.3		
T	-12.021673146	-76.952375380	286.1		
T	-12.021682847	-76.952560682	285.8		
T	-12.021686259	-76.952622339	285.5		
T	-12.021697212	-76.952838818	284.8		
T	-12.021704149	-76.952993833	284.2		
T	-12.021654044	-76.953215798	283.4		
T	-12.021598431	-76.953345699	283.1		
T	-12.021605848	-76.953500724	282.4		
T	-12.021520714	-76.953664953	282.0		
T	-12.021468985	-76.953856768	281.4		
T	-12.021476989	-76.954011574	280.8		
T	-12.021423138	-76.954172949	280.5		
T	-12.021372727	-76.954396123	280.5		
T	-12.021382413	-76.954582131	280.2		
T	-12.021392096	-76.954768150	279.9		
T	-12.021338230	-76.954929896	280.1		
T	-12.021318448	-76.955150544	280.0		
T	-12.021324825	-76.955274730	279.9		
T	-12.021326351	-76.955305834	279.9		
T	-12.021302571	-76.955465211	279.9		
T	-12.021313321	-76.955715374	279.8		
T	-12.021323589	-76.955901225	279.6		
T	-12.021270554	-76.956095490	279.8		
T	-12.021191886	-76.956451463	279.8		
T	-12.021202244	-76.956670087	279.6		
T	-12.021151766	-76.956895135	279.2		
T	-12.021097655	-76.957091094	278.8		
T	-12.021107229	-76.957278231	278.4		
T	-12.021051116	-76.957411049	278.2		
T	-12.020969990	-76.957672985	277.6		
T	-12.020912313	-76.957774769	277.3		
T	-12.020861884	-76.958033675	276.7		
T	-12.020745480	-76.958238768	276.5		
T	-12.020693768	-76.958466411	276.4		
T	-12.020707501	-76.958748783	276.2		
T	-12.020719921	-76.958999707	276.1		
T	-12.020723025	-76.959062444	276.1		
T	-12.020703669	-76.959318378	275.5		
T	-12.020712434	-76.959507398	274.8		
T	-12.020719602	-76.959665052	274.3		
T	-12.020723904	-76.959759662	274.0		
T	-12.020729843	-76.959885596	273.5		
T	-12.020737319	-76.960042967	273.0		
T	-12.020813638	-76.960316771	272.3		
T	-12.020818129	-76.960411184	272.0		
T	-12.020825611	-76.960568565	271.7		
T	-12.020830258	-76.960662935	271.4		
T	-12.020807923	-76.960856399	271.1		
T	-12.020790231	-76.961111034	270.8		
T	-12.020735472	-76.961277670	270.8		
T	-12.020688773	-76.961601333	270.4		
T	-12.020662556	-76.961733622	270.4		
T	-12.020603110	-76.961839808	270.6		
T	-12.020612304	-76.962029032	270.5		
T	-12.020558402	-76.962228707	270.7		
T	-12.020564488	-76.962355009	270.6		
T	-12.020572109	-76.962512914	270.6		
T	-12.020582763	-76.962734015	270.5		
T	-12.020588852	-76.962860375	270.5		
T	-12.020563405	-76.962992111	270.5		
T	-12.020480877	-76.963261242	270.5		
T	-12.020456872	-76.963424728	270.1		
T	-12.020407396	-76.963686689	269.0		
T	-12.020382394	-76.963818071	268.5		
T	-12.020323947	-76.963923801	268.2		
T	-12.020300584	-76.964086793	267.6		
T	-12.020248779	-76.964318616	267.3		
T	-12.020187896	-76.964394005	267.4		
T	-12.020135511	-76.964661756	267.5		
T	-12.020108845	-76.964795614	267.5		
T	-12.020081528	-76.964897022	267.6		
T	-12.020055646	-76.965030288	267.7		
T	-12.020029749	-76.965163635	267.5		
T	-12.019946498	-76.965435869	267.1		
T	-12.019951210	-76.965531176	266.8		
T	-12.019959060	-76.965690030	266.4		
T	-12.019965961	-76.965816095	266.1		
T	-12.019920638	-76.966141397	266.9		
T	-12.019931004	-76.966330506	267.4		
T	-12.019937912	-76.966456573	267.6		
T	-12.019918185	-76.966683295	268.3		
T	-12.019926797	-76.966841083	268.8		
T	-12.019934879	-76.966999372	269.3		
T	-12.019944453	-76.967155442	269.9		
T	-12.020007898	-76.967143248	269.7		
T	-12.020136699	-76.967149711	269.8		
T	-12.020319640	-76.966987230	269.3		
T	-12.020375555	-76.966850116	268.8		
T	-12.020431294	-76.966713231	268.2		
T	-12.020570582	-76.966371394	266.8		
T	-12.020646661	-76.966007300	265.2		
T	-12.020664636	-76.965716140	264.5		
T	-12.020688468	-76.965551934	264.5		
T	-12.020770559	-76.965281318	264.2		
T	-12.020764374	-76.965154845	264.3		
T	-12.020761306	-76.965091603	264.3		
T	-12.020802646	-76.964603694	265.1		
T	-12.020859350	-76.964466025	265.3		
T	-12.020881692	-76.964304908	265.7		
T	-12.020899171	-76.964015423	266.8		
T	-12.020924494	-76.963883581	267.4		
T	-12.020916844	-76.963725879	268.1		
T	-12.020912254	-76.963631268	268.5		
T	-12.020968973	-76.963494061	269.0		
T	-12.021055562	-76.963319768	269.5		
T	-12.021110611	-76.963151861	269.5		
T	-12.021186704	-76.962791104	269.7		
T	-12.021240013	-76.962591963	269.9		
T	-12.021232350	-76.962434834	270.1		
T	-12.021222877	-76.962246840	270.3		
T	-12.021214031	-76.962057997	270.5		
T	-12.021265959	-76.961794068	270.9		
T	-12.021322983	-76.961657205	271.2		
T	-12.021318079	-76.961563605	271.2		
T	-12.021369874	-76.961367527	271.4		
T	-12.021361330	-76.961212165	271.5		
T	-12.021380897	-76.960955991	271.6		
T	-12.021371140	-76.960768869	271.9		
T	-12.021365045	-76.960643600	272.2		
T	-12.021388575	-76.960482124	272.8		
T	-12.021379581	-76.960294116	273.4		
T	-12.021375085	-76.960200126	273.7		
T	-12.021369090	-76.960074818	274.0		
T	-12.021361597	-76.959918210	274.4		
T	-12.021352618	-76.959730300	274.6		
T	-12.021343449	-76.959542670	274.9		
T	-12.021335764	-76.959386429	275.1		
T	-12.021325882	-76.959199737	275.4		
T	-12.021377161	-76.958972303	275.5		
T	-12.021493760	-76.958798775	275.6		
T	-12.021582159	-76.958692261	275.6		
T	-12.021574637	-76.958536226	275.8		
T	-12.021657610	-76.958304471	276.1		
T	-12.021712495	-76.958139609	276.4		
T	-12.021737607	-76.958010879	276.7		
T	-12.021726335	-76.957793484	277.2		
T	-12.021901154	-76.957551118	277.3		
T	-12.021982006	-76.957322657	277.5		
T	-12.022067599	-76.957187299	277.4		
T	-12.022007935	-76.957225897	277.5		
T	-12.021848993	-76.957120249	278.0		
T	-12.021690150	-76.957046564	278.5		
T	-12.021630756	-76.957117248	278.5		
T	-12.021636500	-76.957242068	278.3		
T	-12.021648592	-76.957491156	278.0		
T	-12.021570211	-76.957782734	277.3		
T	-12.021513287	-76.957884144	277.1		
T	-12.021421864	-76.957927568	277.0		
T	-12.021266566	-76.957948118	276.9		
T	-12.021178830	-76.958085808	276.6		
T	-12.021090728	-76.958224142	276.3		
T	-12.021098239	-76.958380691	276.0		
T	-12.021046375	-76.958608446	275.9		
T	-12.020990257	-76.958742052	275.9		
T	-12.020995005	-76.958835842	275.9		
T	-12.021008955	-76.959117273	275.8		
T	-12.021022541	-76.959399752	275.1		
T	-12.021034512	-76.959650815	274.4		
T	-12.021068787	-76.959708990	274.3		
T	-12.021077767	-76.959897294	273.8		
T	-12.021050979	-76.959996133	273.5		
T	-12.021059961	-76.960184541	273.0		
T	-12.021065950	-76.960310168	272.7		
T	-12.021068946	-76.960372985	272.5		
T	-12.021077932	-76.960561468	272.0		
T	-12.021085613	-76.960718433	271.6		
